dataset_id,dataset_title,repository,record_version,dataset_doi,dataset_url,publication_date,related_paper_doi,retrieval_date,original_filename,file_size_bytes,md5,sha256,access_status,licence_status,material_system,collagen_concentrations_mg_ml,reported_temperature_c,reported_test_types,reported_frequency_range_hz,reported_strain_amplitude_percent,reported_geometry,metadata_source
zenodo_17413651,PID2020-113790RB-I00 data set: hydrogel viscoelastic properties from rheology tests,Zenodo,v1,10.5281/zenodo.17413651,https://zenodo.org/records/17413651,2025-10-22,10.1016/j.actbio.2024.07.002,2026-09-22,Reología.rar,237437,6ff4b0c9b58d8c470c5cd39d48558027,c3e4965ff36fb5f848030cb4dfcf643c2c55302575b7e7005ff7c77f8b8c90e7,Publicly accessible,No specific licence displayed on the Zenodo record; redistribution not yet confirmed,Collagen hydrogel,0.8; 1.5; 2.3,37,Time sweep; frequency sweep,0.1-10,1,25 mm standard steel cone,Zenodo record description
